inst#,actual,predicted,error,prediction
57,1:TRUE,1:TRUE,,0.9
58,2:FALSE,2:FALSE,,0.99
59,1:TRUE,1:TRUE,,0.8
60,2:FALSE,1:TRUE,+,0.78
61,2:FALSE,2:FALSE,,0.998
62,2:FALSE,2:FALSE,,1
63,1:TRUE,1:TRUE,,0.79
64,2:FALSE,2:FALSE,,1
65,1:TRUE,2:FALSE,+,0.58
66,2:FALSE,2:FALSE,,0.73
67,1:TRUE,1:TRUE,,0.87
68,1:TRUE,1:TRUE,,0.78
69,2:FALSE,1:TRUE,+,0.83
70,1:TRUE,1:TRUE,,0.58
71,2:FALSE,1:TRUE,+,0.8
72,1:TRUE,1:TRUE,,0.97
73,2:FALSE,1:TRUE,+,0.62
74,2:FALSE,1:TRUE,+,0.52
75,1:TRUE,1:TRUE,,0.91
76,1:TRUE,1:TRUE,,0.95
77,2:FALSE,1:TRUE,+,0.67
78,1:TRUE,1:TRUE,,0.91
79,1:TRUE,1:TRUE,,0.92
80,2:FALSE,1:TRUE,+,0.77
81,1:TRUE,1:TRUE,,0.75
82,1:TRUE,1:TRUE,,0.97
83,1:TRUE,1:TRUE,,1
84,2:FALSE,2:FALSE,,0.6
85,1:TRUE,1:TRUE,,0.95
86,1:TRUE,1:TRUE,,0.79
87,1:TRUE,1:TRUE,,0.97
88,1:TRUE,1:TRUE,,0.99
89,2:FALSE,1:TRUE,+,0.55
90,2:FALSE,2:FALSE,,0.989
91,1:TRUE,1:TRUE,,0.69
92,1:TRUE,1:TRUE,,0.83
93,2:FALSE,1:TRUE,+,0.72
94,2:FALSE,1:TRUE,+,0.72
95,2:FALSE,1:TRUE,+,0.58
96,1:TRUE,1:TRUE,,0.79
97,2:FALSE,1:TRUE,+,0.66
98,1:TRUE,1:TRUE,,0.96
99,1:TRUE,1:TRUE,,0.76
100,1:TRUE,2:FALSE,+,0.68
101,2:FALSE,1:TRUE,+,0.55
102,2:FALSE,2:FALSE,,0.59
103,1:TRUE,1:TRUE,,0.84
104,1:TRUE,1:TRUE,,0.95
105,1:TRUE,1:TRUE,,0.86
106,1:TRUE,1:TRUE,,0.88
107,1:TRUE,1:TRUE,,0.78
108,2:FALSE,1:TRUE,+,0.79
109,1:TRUE,1:TRUE,,0.95
110,1:TRUE,1:TRUE,,0.92
111,1:TRUE,1:TRUE,,0.92
112,2:FALSE,2:FALSE,,0.616
113,2:FALSE,2:FALSE,,0.67
114,2:FALSE,2:FALSE,,0.67
115,1:TRUE,1:TRUE,,0.98
116,1:TRUE,1:TRUE,,0.53
117,1:TRUE,1:TRUE,,0.9
118,1:TRUE,1:TRUE,,0.85
119,2:FALSE,2:FALSE,,1
120,2:FALSE,1:TRUE,+,0.55
121,1:TRUE,2:FALSE,+,0.8
122,1:TRUE,1:TRUE,,0.89
123,2:FALSE,2:FALSE,,1
124,2:FALSE,2:FALSE,,0.91
125,1:TRUE,1:TRUE,,0.93
126,2:FALSE,2:FALSE,,0.59
127,1:TRUE,1:TRUE,,0.59
128,1:TRUE,1:TRUE,,0.72
129,2:FALSE,1:TRUE,+,0.57
130,1:TRUE,1:TRUE,,0.89
131,2:FALSE,2:FALSE,,1
132,1:TRUE,1:TRUE,,0.83
133,1:TRUE,1:TRUE,,0.94
134,1:TRUE,1:TRUE,,0.94
135,2:FALSE,2:FALSE,,0.63
136,1:TRUE,1:TRUE,,0.63
137,1:TRUE,1:TRUE,,0.82
138,1:TRUE,1:TRUE,,0.84
139,1:TRUE,2:FALSE,+,0.64
140,1:TRUE,1:TRUE,,0.67
141,2:FALSE,1:TRUE,+,0.58
142,2:FALSE,1:TRUE,+,0.55
143,2:FALSE,1:TRUE,+,0.71
144,2:FALSE,1:TRUE,+,0.78
145,1:TRUE,1:TRUE,,0.89
146,1:TRUE,1:TRUE,,0.95
147,2:FALSE,2:FALSE,,1
148,1:TRUE,1:TRUE,,0.98
149,2:FALSE,2:FALSE,,0.59
150,1:TRUE,1:TRUE,,0.86
151,1:TRUE,1:TRUE,,0.82
152,1:TRUE,2:FALSE,+,0.54
153,2:FALSE,2:FALSE,,0.75
154,1:TRUE,1:TRUE,,0.68
155,2:FALSE,1:TRUE,+,0.81
156,2:FALSE,2:FALSE,,0.62
157,2:FALSE,1:TRUE,+,0.71
158,1:TRUE,1:TRUE,,0.77
159,1:TRUE,1:TRUE,,1
160,2:FALSE,2:FALSE,,0.55
161,2:FALSE,1:TRUE,+,0.82
162,2:FALSE,1:TRUE,+,0.76
163,2:FALSE,2:FALSE,,0.6
164,2:FALSE,2:FALSE,,0.68
165,2:FALSE,2:FALSE,,1
166,2:FALSE,2:FALSE,,1
167,2:FALSE,2:FALSE,,0.99
168,2:FALSE,2:FALSE,,1
169,2:FALSE,2:FALSE,,0.99
170,2:FALSE,2:FALSE,,0.99
171,1:TRUE,1:TRUE,,0.98
172,2:FALSE,2:FALSE,,1
173,2:FALSE,2:FALSE,,0.983
174,2:FALSE,2:FALSE,,1
175,2:FALSE,2:FALSE,,0.99
176,2:FALSE,2:FALSE,,1
177,2:FALSE,2:FALSE,,1
178,2:FALSE,2:FALSE,,1
179,2:FALSE,1:TRUE,+,0.95
180,2:FALSE,1:TRUE,+,0.69
181,2:FALSE,2:FALSE,,0.53
182,1:TRUE,1:TRUE,,0.87
183,2:FALSE,1:TRUE,+,0.91
184,1:TRUE,1:TRUE,,0.62
185,1:TRUE,1:TRUE,,0.8
186,2:FALSE,1:TRUE,+,0.9
187,1:TRUE,1:TRUE,,0.96
188,2:FALSE,2:FALSE,,0.53
189,2:FALSE,1:TRUE,+,0.99
190,1:TRUE,1:TRUE,,0.89
191,1:TRUE,1:TRUE,,0.89
192,2:FALSE,1:TRUE,+,0.61
193,2:FALSE,1:TRUE,+,0.84
194,2:FALSE,1:TRUE,+,0.86
195,1:TRUE,1:TRUE,,0.51
196,1:TRUE,1:TRUE,,0.93
197,1:TRUE,1:TRUE,,0.93
198,1:TRUE,1:TRUE,,0.79
199,1:TRUE,1:TRUE,,0.92
200,2:FALSE,1:TRUE,+,0.97
201,2:FALSE,1:TRUE,+,0.98
202,1:TRUE,1:TRUE,,0.91
203,1:TRUE,1:TRUE,,0.78
204,2:FALSE,1:TRUE,+,0.96
205,1:TRUE,1:TRUE,,0.62
206,2:FALSE,2:FALSE,,0.56
207,1:TRUE,1:TRUE,,0.82
208,2:FALSE,1:TRUE,+,0.94
209,1:TRUE,1:TRUE,,1
210,1:TRUE,2:FALSE,+,0.65
211,2:FALSE,2:FALSE,,0.9
212,1:TRUE,1:TRUE,,0.93
213,2:FALSE,2:FALSE,,0.99
214,1:TRUE,1:TRUE,,0.98
215,1:TRUE,1:TRUE,,0.96
216,2:FALSE,2:FALSE,,1
217,1:TRUE,1:TRUE,,0.78
218,2:FALSE,2:FALSE,,1
219,1:TRUE,2:FALSE,+,0.58
220,1:TRUE,1:TRUE,,0.69
221,1:TRUE,1:TRUE,,0.84
222,2:FALSE,1:TRUE,+,0.94
223,2:FALSE,1:TRUE,+,0.52
224,2:FALSE,1:TRUE,+,0.57
225,1:TRUE,1:TRUE,,0.57
226,1:TRUE,1:TRUE,,0.5
227,2:FALSE,1:TRUE,+,0.62
228,1:TRUE,1:TRUE,,0.7
229,2:FALSE,1:TRUE,+,0.91
230,1:TRUE,1:TRUE,,0.96
231,2:FALSE,1:TRUE,+,0.72
232,2:FALSE,1:TRUE,+,0.58
233,1:TRUE,1:TRUE,,0.85
234,2:FALSE,2:FALSE,,0.65
235,2:FALSE,2:FALSE,,0.64
236,2:FALSE,1:TRUE,+,0.8
237,2:FALSE,2:FALSE,,0.89
238,1:TRUE,1:TRUE,,0.91
239,1:TRUE,1:TRUE,,0.99
240,2:FALSE,2:FALSE,,0.51
241,2:FALSE,1:TRUE,+,0.72
242,1:TRUE,1:TRUE,,0.74
243,2:FALSE,1:TRUE,+,0.7
244,2:FALSE,2:FALSE,,0.53
245,1:TRUE,1:TRUE,,0.97
246,1:TRUE,1:TRUE,,0.88
247,1:TRUE,1:TRUE,,0.97
248,2:FALSE,2:FALSE,,0.56
249,1:TRUE,1:TRUE,,0.92
250,2:FALSE,2:FALSE,,0.78
251,2:FALSE,1:TRUE,+,0.7
252,2:FALSE,2:FALSE,,0.57
253,1:TRUE,1:TRUE,,0.92
254,2:FALSE,1:TRUE,+,0.5
255,2:FALSE,2:FALSE,,0.68
256,1:TRUE,1:TRUE,,0.9
257,2:FALSE,2:FALSE,,0.59
258,2:FALSE,2:FALSE,,0.81
259,1:TRUE,2:FALSE,+,0.6
260,2:FALSE,1:TRUE,+,0.71
261,1:TRUE,1:TRUE,,0.77
262,1:TRUE,2:FALSE,+,0.56
263,2:FALSE,2:FALSE,,0.76
264,1:TRUE,1:TRUE,,0.52
265,1:TRUE,1:TRUE,,0.97
266,1:TRUE,2:FALSE,+,0.59
267,1:TRUE,1:TRUE,,0.89
268,1:TRUE,1:TRUE,,0.84
269,2:FALSE,1:TRUE,+,0.78
270,1:TRUE,2:FALSE,+,0.68
271,2:FALSE,2:FALSE,,0.916
272,2:FALSE,2:FALSE,,0.93
273,2:FALSE,2:FALSE,,0.921
274,2:FALSE,2:FALSE,,0.923
275,1:TRUE,1:TRUE,,0.727
276,1:TRUE,1:TRUE,,0.863
277,2:FALSE,2:FALSE,,0.951
278,2:FALSE,1:TRUE,+,0.54
279,1:TRUE,1:TRUE,,0.81
280,2:FALSE,2:FALSE,,0.65
281,1:TRUE,1:TRUE,,0.95
282,2:FALSE,2:FALSE,,1
283,2:FALSE,2:FALSE,,1
284,1:TRUE,1:TRUE,,0.97
285,2:FALSE,2:FALSE,,0.59
286,2:FALSE,2:FALSE,,0.973
287,2:FALSE,2:FALSE,,1
288,2:FALSE,1:TRUE,+,0.71
289,2:FALSE,2:FALSE,,0.91
290,2:FALSE,2:FALSE,,0.72
291,2:FALSE,2:FALSE,,0.91
292,1:TRUE,1:TRUE,,0.98
293,1:TRUE,1:TRUE,,0.9
294,1:TRUE,1:TRUE,,0.99
295,2:FALSE,2:FALSE,,0.68
296,1:TRUE,1:TRUE,,0.69
297,2:FALSE,2:FALSE,,0.52
298,2:FALSE,2:FALSE,,0.94
299,1:TRUE,1:TRUE,,0.76
300,2:FALSE,1:TRUE,+,0.834
301,1:TRUE,1:TRUE,,0.844
302,1:TRUE,1:TRUE,,0.95
303,1:TRUE,1:TRUE,,0.74
304,1:TRUE,1:TRUE,,0.78
305,1:TRUE,1:TRUE,,0.88
306,2:FALSE,1:TRUE,+,0.653
307,2:FALSE,2:FALSE,,0.723
308,2:FALSE,2:FALSE,,0.547
309,2:FALSE,1:TRUE,+,0.648
310,2:FALSE,2:FALSE,,0.58
311,1:TRUE,1:TRUE,,0.97
312,1:TRUE,1:TRUE,,0.87
313,2:FALSE,2:FALSE,,0.995
314,1:TRUE,1:TRUE,,0.88
315,1:TRUE,1:TRUE,,0.95
316,2:FALSE,1:TRUE,+,0.57
317,2:FALSE,2:FALSE,,0.982
318,2:FALSE,1:TRUE,+,0.75
319,1:TRUE,1:TRUE,,0.84
320,2:FALSE,1:TRUE,+,0.68
321,2:FALSE,1:TRUE,+,0.74
322,1:TRUE,1:TRUE,,0.93
323,1:TRUE,1:TRUE,,0.79
324,2:FALSE,2:FALSE,,0.63
325,2:FALSE,1:TRUE,+,0.55
326,2:FALSE,2:FALSE,,0.997
327,2:FALSE,2:FALSE,,1
328,1:TRUE,1:TRUE,,0.97
329,2:FALSE,2:FALSE,,1
330,1:TRUE,1:TRUE,,0.89
331,1:TRUE,1:TRUE,,0.66
332,1:TRUE,1:TRUE,,0.99
333,1:TRUE,1:TRUE,,0.93
334,2:FALSE,2:FALSE,,1
335,1:TRUE,1:TRUE,,0.89
336,2:FALSE,2:FALSE,,1
337,1:TRUE,1:TRUE,,0.89
338,1:TRUE,1:TRUE,,0.94
339,1:TRUE,1:TRUE,,0.86
340,2:FALSE,2:FALSE,,1
341,2:FALSE,2:FALSE,,1
342,2:FALSE,2:FALSE,,0.54
343,2:FALSE,1:TRUE,+,0.79
344,2:FALSE,1:TRUE,+,0.52
345,2:FALSE,1:TRUE,+,0.77
346,2:FALSE,1:TRUE,+,0.65
347,1:TRUE,1:TRUE,,0.92
348,2:FALSE,2:FALSE,,0.77
349,2:FALSE,1:TRUE,+,0.79
350,2:FALSE,2:FALSE,,0.52
351,2:FALSE,2:FALSE,,0.88
352,2:FALSE,2:FALSE,,0.977
353,1:TRUE,1:TRUE,,0.8
354,2:FALSE,2:FALSE,,0.97
355,2:FALSE,1:TRUE,+,0.88
356,2:FALSE,2:FALSE,,0.63
357,2:FALSE,2:FALSE,,0.75
358,2:FALSE,2:FALSE,,0.51
359,1:TRUE,1:TRUE,,0.89
360,2:FALSE,1:TRUE,+,0.6
361,2:FALSE,1:TRUE,+,0.68
362,2:FALSE,1:TRUE,+,0.57
363,2:FALSE,2:FALSE,,0.99
364,2:FALSE,2:FALSE,,0.55
365,2:FALSE,2:FALSE,,0.74
366,2:FALSE,1:TRUE,+,0.74
367,1:TRUE,1:TRUE,,0.62
368,2:FALSE,2:FALSE,,0.62
369,2:FALSE,1:TRUE,+,0.81
370,2:FALSE,1:TRUE,+,0.86
371,2:FALSE,2:FALSE,,0.65
372,2:FALSE,1:TRUE,+,0.75
373,2:FALSE,1:TRUE,+,0.74
374,2:FALSE,2:FALSE,,0.64
375,2:FALSE,1:TRUE,+,0.53
376,2:FALSE,2:FALSE,,0.73
377,2:FALSE,2:FALSE,,0.81
378,1:TRUE,1:TRUE,,0.65
379,2:FALSE,1:TRUE,+,0.6
380,1:TRUE,2:FALSE,+,0.706
381,2:FALSE,2:FALSE,,0.53
382,2:FALSE,2:FALSE,,0.99
383,2:FALSE,2:FALSE,,1
384,2:FALSE,2:FALSE,,1
385,2:FALSE,2:FALSE,,0.99
386,2:FALSE,2:FALSE,,1
387,2:FALSE,2:FALSE,,1
388,2:FALSE,2:FALSE,,1
389,2:FALSE,2:FALSE,,0.997
390,2:FALSE,2:FALSE,,0.99
391,2:FALSE,2:FALSE,,0.956
392,2:FALSE,2:FALSE,,1
393,1:TRUE,1:TRUE,,0.99
394,1:TRUE,1:TRUE,,0.56
395,1:TRUE,1:TRUE,,0.69
396,2:FALSE,1:TRUE,+,0.58
397,1:TRUE,1:TRUE,,0.8
398,1:TRUE,1:TRUE,,0.96
399,2:FALSE,1:TRUE,+,0.94
400,2:FALSE,1:TRUE,+,0.9
401,2:FALSE,2:FALSE,,0.69
402,2:FALSE,2:FALSE,,0.99
403,2:FALSE,2:FALSE,,1
404,1:TRUE,1:TRUE,,1
405,2:FALSE,2:FALSE,,1
406,2:FALSE,2:FALSE,,0.99
407,2:FALSE,2:FALSE,,1
408,2:FALSE,2:FALSE,,1
409,2:FALSE,2:FALSE,,0.99
410,2:FALSE,2:FALSE,,1
411,2:FALSE,2:FALSE,,1
412,1:TRUE,1:TRUE,,0.97
413,2:FALSE,2:FALSE,,1
414,2:FALSE,2:FALSE,,0.99
415,2:FALSE,2:FALSE,,0.99
416,1:TRUE,1:TRUE,,0.97
417,1:TRUE,1:TRUE,,0.81
418,2:FALSE,2:FALSE,,0.52
419,2:FALSE,1:TRUE,+,0.54
420,1:TRUE,1:TRUE,,0.96
421,2:FALSE,2:FALSE,,0.76
422,1:TRUE,1:TRUE,,0.74
423,2:FALSE,1:TRUE,+,0.72
424,1:TRUE,1:TRUE,,0.68
425,2:FALSE,2:FALSE,,0.65
426,2:FALSE,2:FALSE,,0.8
427,1:TRUE,1:TRUE,,0.99
428,2:FALSE,2:FALSE,,0.73
429,2:FALSE,2:FALSE,,0.54
430,2:FALSE,1:TRUE,+,0.96
431,2:FALSE,2:FALSE,,0.72
432,1:TRUE,1:TRUE,,0.83
433,2:FALSE,2:FALSE,,0.72
434,1:TRUE,1:TRUE,,0.59
435,1:TRUE,2:FALSE,+,0.63
436,2:FALSE,1:TRUE,+,0.53
437,2:FALSE,2:FALSE,,0.84
438,2:FALSE,2:FALSE,,0.53
439,2:FALSE,1:TRUE,+,0.66
440,2:FALSE,2:FALSE,,0.83
441,2:FALSE,2:FALSE,,0.73
442,2:FALSE,1:TRUE,+,0.59
443,2:FALSE,1:TRUE,+,0.67
444,2:FALSE,2:FALSE,,0.8
445,1:TRUE,2:FALSE,+,0.67
446,1:TRUE,1:TRUE,,0.57
447,2:FALSE,2:FALSE,,0.65
448,2:FALSE,2:FALSE,,0.65
449,2:FALSE,2:FALSE,,0.74
450,2:FALSE,2:FALSE,,0.7
451,2:FALSE,2:FALSE,,0.84
452,2:FALSE,2:FALSE,,0.75
453,2:FALSE,2:FALSE,,0.8
454,2:FALSE,1:TRUE,+,0.67
455,1:TRUE,1:TRUE,,0.88
456,2:FALSE,2:FALSE,,0.51
457,2:FALSE,1:TRUE,+,0.64
458,2:FALSE,2:FALSE,,0.56
459,1:TRUE,2:FALSE,+,0.58
460,1:TRUE,1:TRUE,,0.89
461,1:TRUE,1:TRUE,,0.81
462,1:TRUE,1:TRUE,,0.542
463,2:FALSE,2:FALSE,,0.69
464,2:FALSE,2:FALSE,,0.75
465,2:FALSE,2:FALSE,,0.69
466,2:FALSE,1:TRUE,+,0.559
467,2:FALSE,2:FALSE,,0.69
468,2:FALSE,1:TRUE,+,0.7
469,2:FALSE,1:TRUE,+,0.65
470,2:FALSE,2:FALSE,,0.55
471,1:TRUE,1:TRUE,,0.57
472,2:FALSE,2:FALSE,,0.69
473,1:TRUE,1:TRUE,,0.71
474,2:FALSE,2:FALSE,,0.67
475,2:FALSE,2:FALSE,,0.86
476,2:FALSE,2:FALSE,,0.79
477,2:FALSE,2:FALSE,,0.61
478,2:FALSE,1:TRUE,+,0.83
479,2:FALSE,2:FALSE,,0.78
480,1:TRUE,1:TRUE,,0.86
481,2:FALSE,2:FALSE,,0.91
482,2:FALSE,1:TRUE,+,0.97
483,1:TRUE,1:TRUE,,0.639
484,2:FALSE,1:TRUE,+,0.788
485,2:FALSE,2:FALSE,,0.894
486,1:TRUE,1:TRUE,,0.727
487,1:TRUE,1:TRUE,,0.839
488,2:FALSE,2:FALSE,,0.569
489,2:FALSE,2:FALSE,,0.657
490,2:FALSE,2:FALSE,,0.608
491,2:FALSE,1:TRUE,+,0.813
492,1:TRUE,1:TRUE,,0.828
493,2:FALSE,2:FALSE,,0.924
494,2:FALSE,2:FALSE,,1
495,2:FALSE,2:FALSE,,1
496,1:TRUE,1:TRUE,,1
497,2:FALSE,1:TRUE,+,0.77
498,1:TRUE,1:TRUE,,0.98
499,2:FALSE,2:FALSE,,1
500,2:FALSE,2:FALSE,,1
501,2:FALSE,1:TRUE,+,0.77
502,1:TRUE,1:TRUE,,0.95
503,2:FALSE,1:TRUE,+,0.98
504,2:FALSE,2:FALSE,,1
505,1:TRUE,1:TRUE,,0.99
506,1:TRUE,1:TRUE,,0.98
507,2:FALSE,1:TRUE,+,0.94
508,2:FALSE,1:TRUE,+,0.57
509,1:TRUE,1:TRUE,,0.65
510,1:TRUE,1:TRUE,,0.89
511,2:FALSE,1:TRUE,+,0.55
512,2:FALSE,2:FALSE,,1
513,2:FALSE,2:FALSE,,1
514,2:FALSE,2:FALSE,,1
515,2:FALSE,2:FALSE,,1
516,2:FALSE,2:FALSE,,0.99
517,2:FALSE,2:FALSE,,1
518,2:FALSE,2:FALSE,,1
519,2:FALSE,2:FALSE,,1
520,2:FALSE,2:FALSE,,0.76
521,2:FALSE,2:FALSE,,1
522,1:TRUE,1:TRUE,,0.99
523,1:TRUE,1:TRUE,,0.82
524,1:TRUE,1:TRUE,,1
525,1:TRUE,1:TRUE,,0.99
526,1:TRUE,1:TRUE,,0.86
527,2:FALSE,2:FALSE,,0.84
528,1:TRUE,1:TRUE,,0.83
529,2:FALSE,1:TRUE,+,0.94
530,1:TRUE,1:TRUE,,0.97
531,2:FALSE,1:TRUE,+,0.54
532,2:FALSE,1:TRUE,+,0.78
533,2:FALSE,2:FALSE,,0.81
534,2:FALSE,1:TRUE,+,0.65
535,1:TRUE,1:TRUE,,0.72
536,2:FALSE,2:FALSE,,0.7
537,2:FALSE,2:FALSE,,0.92
538,1:TRUE,1:TRUE,,0.8
539,2:FALSE,2:FALSE,,0.73
540,2:FALSE,2:FALSE,,0.98
541,1:TRUE,1:TRUE,,0.78
542,1:TRUE,1:TRUE,,0.85
543,1:TRUE,1:TRUE,,0.79
544,2:FALSE,1:TRUE,+,0.76
545,2:FALSE,1:TRUE,+,0.69
546,1:TRUE,1:TRUE,,0.89
547,2:FALSE,1:TRUE,+,0.5
548,2:FALSE,2:FALSE,,1
549,2:FALSE,1:TRUE,+,0.78
550,2:FALSE,2:FALSE,,1
551,1:TRUE,1:TRUE,,0.99
552,2:FALSE,2:FALSE,,1
553,2:FALSE,2:FALSE,,0.99
554,2:FALSE,1:TRUE,+,0.79
555,2:FALSE,2:FALSE,,0.65
556,2:FALSE,2:FALSE,,0.76
557,1:TRUE,1:TRUE,,0.87
558,1:TRUE,1:TRUE,,0.64
559,2:FALSE,1:TRUE,+,0.54
560,2:FALSE,1:TRUE,+,0.72
561,2:FALSE,2:FALSE,,0.6
562,2:FALSE,2:FALSE,,1
563,1:TRUE,1:TRUE,,0.99
564,2:FALSE,1:TRUE,+,0.84
565,1:TRUE,1:TRUE,,0.93
566,2:FALSE,1:TRUE,+,0.64
567,2:FALSE,2:FALSE,,0.9
568,2:FALSE,1:TRUE,+,0.6
569,2:FALSE,1:TRUE,+,0.64
570,2:FALSE,1:TRUE,+,0.81
571,1:TRUE,1:TRUE,,0.97
572,2:FALSE,2:FALSE,,1
573,2:FALSE,1:TRUE,+,0.83
574,2:FALSE,2:FALSE,,0.77
575,1:TRUE,2:FALSE,+,0.78
576,2:FALSE,2:FALSE,,0.53
577,1:TRUE,1:TRUE,,0.98
578,1:TRUE,1:TRUE,,0.93
579,2:FALSE,2:FALSE,,0.64
580,1:TRUE,1:TRUE,,1
581,2:FALSE,2:FALSE,,0.72
582,1:TRUE,1:TRUE,,0.91
583,2:FALSE,1:TRUE,+,0.58
584,2:FALSE,1:TRUE,+,0.63
585,2:FALSE,1:TRUE,+,0.77
586,1:TRUE,1:TRUE,,0.66
587,1:TRUE,1:TRUE,,0.97
588,2:FALSE,2:FALSE,,1
589,2:FALSE,2:FALSE,,0.99
590,2:FALSE,2:FALSE,,1
591,2:FALSE,2:FALSE,,1
592,2:FALSE,2:FALSE,,1
593,2:FALSE,2:FALSE,,1
594,2:FALSE,2:FALSE,,1
595,2:FALSE,2:FALSE,,1
596,2:FALSE,2:FALSE,,0.99
597,2:FALSE,2:FALSE,,1
598,1:TRUE,1:TRUE,,0.91
599,2:FALSE,1:TRUE,+,0.85
600,2:FALSE,2:FALSE,,0.67
601,2:FALSE,1:TRUE,+,0.86
602,1:TRUE,1:TRUE,,0.87
603,2:FALSE,1:TRUE,+,0.52
604,1:TRUE,1:TRUE,,0.97
605,1:TRUE,1:TRUE,,0.7
606,1:TRUE,1:TRUE,,0.93
607,2:FALSE,1:TRUE,+,0.62
608,1:TRUE,1:TRUE,,0.81
609,2:FALSE,2:FALSE,,0.982
610,2:FALSE,1:TRUE,+,0.97
611,1:TRUE,1:TRUE,,0.94
612,1:TRUE,1:TRUE,,0.88
613,2:FALSE,1:TRUE,+,0.66
614,2:FALSE,1:TRUE,+,0.62
615,2:FALSE,1:TRUE,+,0.52
616,2:FALSE,1:TRUE,+,0.825
617,1:TRUE,1:TRUE,,0.783
618,2:FALSE,2:FALSE,,0.655
619,1:TRUE,1:TRUE,,0.718
620,2:FALSE,1:TRUE,+,0.616
621,2:FALSE,1:TRUE,+,0.613
622,2:FALSE,2:FALSE,,0.99
623,2:FALSE,2:FALSE,,0.57
624,2:FALSE,2:FALSE,,0.99
625,2:FALSE,1:TRUE,+,0.59
626,2:FALSE,2:FALSE,,1
627,2:FALSE,2:FALSE,,0.99
628,1:TRUE,1:TRUE,,0.82
629,1:TRUE,1:TRUE,,0.72
630,1:TRUE,1:TRUE,,0.77
631,1:TRUE,1:TRUE,,0.77
632,2:FALSE,1:TRUE,+,0.5
633,2:FALSE,2:FALSE,,0.7
634,2:FALSE,2:FALSE,,0.79
635,2:FALSE,2:FALSE,,0.6
636,2:FALSE,2:FALSE,,0.56
637,2:FALSE,2:FALSE,,0.57
638,2:FALSE,2:FALSE,,0.55
639,1:TRUE,1:TRUE,,0.92
640,1:TRUE,1:TRUE,,0.88
641,2:FALSE,2:FALSE,,0.83
642,2:FALSE,2:FALSE,,0.99
643,2:FALSE,2:FALSE,,1
644,2:FALSE,2:FALSE,,1
645,2:FALSE,2:FALSE,,0.92
646,2:FALSE,2:FALSE,,0.6
647,2:FALSE,2:FALSE,,1
648,1:TRUE,1:TRUE,,1
649,2:FALSE,2:FALSE,,1
650,1:TRUE,1:TRUE,,0.802
651,1:TRUE,1:TRUE,,0.812
652,1:TRUE,1:TRUE,,0.766
653,1:TRUE,1:TRUE,,0.792
654,2:FALSE,2:FALSE,,0.987
655,1:TRUE,1:TRUE,,0.779
656,1:TRUE,1:TRUE,,0.812
657,2:FALSE,1:TRUE,+,0.622
658,2:FALSE,2:FALSE,,0.61
659,1:TRUE,1:TRUE,,0.774
660,2:FALSE,2:FALSE,,0.61
661,1:TRUE,1:TRUE,,0.67
662,1:TRUE,1:TRUE,,0.64
663,2:FALSE,1:TRUE,+,0.81
664,1:TRUE,2:FALSE,+,0.84
