inst#,actual,predicted,error,prediction
84,2:FALSE,2:FALSE,,0.67
85,2:FALSE,2:FALSE,,0.69
86,2:FALSE,2:FALSE,,0.84
87,2:FALSE,1:TRUE,+,0.51
88,2:FALSE,2:FALSE,,0.6
89,2:FALSE,2:FALSE,,0.65
90,2:FALSE,2:FALSE,,1
91,2:FALSE,2:FALSE,,1
92,2:FALSE,2:FALSE,,1
93,2:FALSE,2:FALSE,,1
94,1:TRUE,1:TRUE,,0.9
95,1:TRUE,1:TRUE,,0.88
96,2:FALSE,2:FALSE,,1
97,2:FALSE,2:FALSE,,0.998
98,2:FALSE,2:FALSE,,0.997
99,2:FALSE,2:FALSE,,1
100,2:FALSE,2:FALSE,,1
101,1:TRUE,1:TRUE,,0.81
102,2:FALSE,2:FALSE,,0.994
103,1:TRUE,2:FALSE,+,0.9
104,2:FALSE,1:TRUE,+,0.5
105,1:TRUE,1:TRUE,,0.86
106,2:FALSE,2:FALSE,,0.83
107,2:FALSE,2:FALSE,,0.91
108,2:FALSE,2:FALSE,,0.99
109,2:FALSE,1:TRUE,+,0.53
110,2:FALSE,2:FALSE,,0.95
111,2:FALSE,2:FALSE,,0.93
112,2:FALSE,2:FALSE,,1
113,1:TRUE,1:TRUE,,0.78
114,2:FALSE,2:FALSE,,0.99
115,2:FALSE,2:FALSE,,0.98
116,1:TRUE,1:TRUE,,1
117,1:TRUE,2:FALSE,+,0.51
118,1:TRUE,1:TRUE,,0.74
119,1:TRUE,1:TRUE,,0.83
120,1:TRUE,1:TRUE,,0.52
121,1:TRUE,1:TRUE,,0.74
122,1:TRUE,1:TRUE,,0.91
123,1:TRUE,2:FALSE,+,0.56
124,1:TRUE,2:FALSE,+,0.88
125,2:FALSE,1:TRUE,+,0.89
126,2:FALSE,2:FALSE,,0.61
127,1:TRUE,2:FALSE,+,0.52
128,2:FALSE,2:FALSE,,0.76
129,2:FALSE,2:FALSE,,0.58
130,2:FALSE,1:TRUE,+,0.5
131,2:FALSE,2:FALSE,,0.56
132,1:TRUE,1:TRUE,,0.81
133,2:FALSE,2:FALSE,,0.53
134,2:FALSE,1:TRUE,+,0.61
135,2:FALSE,2:FALSE,,0.83
136,1:TRUE,1:TRUE,,0.86
137,1:TRUE,1:TRUE,,0.85
138,2:FALSE,2:FALSE,,0.89
139,1:TRUE,1:TRUE,,0.84
140,1:TRUE,1:TRUE,,0.92
141,2:FALSE,2:FALSE,,0.958
142,1:TRUE,1:TRUE,,0.87
143,1:TRUE,1:TRUE,,0.71
144,1:TRUE,1:TRUE,,0.7
145,2:FALSE,1:TRUE,+,0.56
146,1:TRUE,2:FALSE,+,0.59
147,1:TRUE,1:TRUE,,0.7
148,2:FALSE,2:FALSE,,0.76
149,2:FALSE,2:FALSE,,0.95
150,2:FALSE,1:TRUE,+,0.64
151,1:TRUE,2:FALSE,+,0.88
152,2:FALSE,1:TRUE,+,0.53
153,2:FALSE,2:FALSE,,0.75
154,1:TRUE,2:FALSE,+,0.53
155,2:FALSE,2:FALSE,,0.9
156,2:FALSE,2:FALSE,,0.68
157,2:FALSE,2:FALSE,,0.66
158,2:FALSE,2:FALSE,,0.75
159,2:FALSE,2:FALSE,,0.64
160,1:TRUE,1:TRUE,,0.91
161,2:FALSE,2:FALSE,,0.58
162,2:FALSE,1:TRUE,+,0.65
163,1:TRUE,1:TRUE,,0.77
164,2:FALSE,1:TRUE,+,0.62
165,2:FALSE,1:TRUE,+,0.8
166,1:TRUE,2:FALSE,+,0.53
167,2:FALSE,1:TRUE,+,0.61
168,2:FALSE,2:FALSE,,0.63
169,2:FALSE,2:FALSE,,0.95
170,2:FALSE,2:FALSE,,0.83
171,1:TRUE,1:TRUE,,0.57
172,1:TRUE,2:FALSE,+,0.95
173,2:FALSE,1:TRUE,+,0.52
174,2:FALSE,2:FALSE,,0.76
175,2:FALSE,1:TRUE,+,0.55
176,2:FALSE,1:TRUE,+,0.74
177,2:FALSE,2:FALSE,,0.89
178,2:FALSE,2:FALSE,,0.99
179,2:FALSE,2:FALSE,,0.93
180,1:TRUE,2:FALSE,+,0.8
181,1:TRUE,1:TRUE,,0.81
182,1:TRUE,1:TRUE,,0.92
183,2:FALSE,2:FALSE,,0.68
184,1:TRUE,1:TRUE,,0.7
185,1:TRUE,1:TRUE,,0.76
186,2:FALSE,2:FALSE,,0.77
187,1:TRUE,2:FALSE,+,0.68
188,2:FALSE,2:FALSE,,0.81
189,1:TRUE,1:TRUE,,0.73
190,1:TRUE,1:TRUE,,0.63
191,2:FALSE,2:FALSE,,0.98
192,2:FALSE,2:FALSE,,0.81
193,2:FALSE,2:FALSE,,0.66
194,2:FALSE,2:FALSE,,0.57
195,2:FALSE,2:FALSE,,0.76
196,2:FALSE,2:FALSE,,0.69
197,2:FALSE,2:FALSE,,0.59
198,1:TRUE,1:TRUE,,0.8
199,1:TRUE,1:TRUE,,0.69
200,2:FALSE,2:FALSE,,0.7
201,2:FALSE,2:FALSE,,0.86
202,2:FALSE,2:FALSE,,0.59
203,2:FALSE,2:FALSE,,0.81
204,2:FALSE,2:FALSE,,0.67
205,2:FALSE,2:FALSE,,0.7
206,2:FALSE,2:FALSE,,0.76
207,2:FALSE,2:FALSE,,0.96
208,2:FALSE,1:TRUE,+,0.57
209,1:TRUE,1:TRUE,,0.99
210,2:FALSE,1:TRUE,+,0.71
211,2:FALSE,2:FALSE,,0.63
212,1:TRUE,2:FALSE,+,0.51
213,1:TRUE,2:FALSE,+,0.62
214,2:FALSE,2:FALSE,,0.76
215,1:TRUE,1:TRUE,,0.98
216,1:TRUE,1:TRUE,,0.81
217,2:FALSE,1:TRUE,+,0.53
218,2:FALSE,2:FALSE,,0.55
219,2:FALSE,2:FALSE,,0.54
220,1:TRUE,1:TRUE,,0.8
221,2:FALSE,2:FALSE,,0.56
222,2:FALSE,2:FALSE,,0.88
223,1:TRUE,2:FALSE,+,0.91
224,2:FALSE,2:FALSE,,0.75
225,2:FALSE,2:FALSE,,0.61
226,2:FALSE,1:TRUE,+,0.63
227,1:TRUE,1:TRUE,,0.65
228,1:TRUE,2:FALSE,+,0.58
229,2:FALSE,2:FALSE,,0.981
230,2:FALSE,2:FALSE,,1
231,2:FALSE,2:FALSE,,1
232,2:FALSE,2:FALSE,,1
233,2:FALSE,2:FALSE,,1
234,2:FALSE,2:FALSE,,0.982
235,2:FALSE,2:FALSE,,0.989
236,2:FALSE,2:FALSE,,1
237,2:FALSE,2:FALSE,,1
238,2:FALSE,2:FALSE,,1
239,2:FALSE,2:FALSE,,0.99
240,2:FALSE,2:FALSE,,0.999
241,2:FALSE,2:FALSE,,0.979
242,2:FALSE,2:FALSE,,1
243,2:FALSE,2:FALSE,,1
244,2:FALSE,1:TRUE,+,0.5
245,2:FALSE,1:TRUE,+,0.72
246,2:FALSE,2:FALSE,,0.96
247,2:FALSE,2:FALSE,,1
248,2:FALSE,2:FALSE,,1
249,2:FALSE,2:FALSE,,0.71
250,2:FALSE,1:TRUE,+,0.51
251,2:FALSE,1:TRUE,+,0.62
252,2:FALSE,2:FALSE,,0.93
253,2:FALSE,2:FALSE,,1
254,2:FALSE,2:FALSE,,1
255,1:TRUE,2:FALSE,+,0.74
256,1:TRUE,1:TRUE,,0.92
257,2:FALSE,1:TRUE,+,0.82
258,2:FALSE,2:FALSE,,0.6
259,1:TRUE,1:TRUE,,0.8
260,1:TRUE,1:TRUE,,0.55
261,2:FALSE,1:TRUE,+,0.52
262,2:FALSE,2:FALSE,,0.86
263,1:TRUE,1:TRUE,,0.89
264,1:TRUE,1:TRUE,,0.57
265,2:FALSE,2:FALSE,,0.96
266,1:TRUE,1:TRUE,,0.83
267,2:FALSE,2:FALSE,,0.81
268,2:FALSE,2:FALSE,,0.86
269,2:FALSE,2:FALSE,,0.89
270,2:FALSE,2:FALSE,,0.87
271,2:FALSE,2:FALSE,,0.84
272,2:FALSE,2:FALSE,,0.98
273,2:FALSE,2:FALSE,,0.9
274,2:FALSE,2:FALSE,,0.62
275,2:FALSE,2:FALSE,,0.58
276,1:TRUE,1:TRUE,,0.72
277,1:TRUE,1:TRUE,,0.79
278,1:TRUE,2:FALSE,+,0.95
279,2:FALSE,2:FALSE,,0.72
280,1:TRUE,1:TRUE,,0.91
281,1:TRUE,1:TRUE,,0.71
282,2:FALSE,2:FALSE,,1
283,2:FALSE,2:FALSE,,0.81
284,2:FALSE,1:TRUE,+,0.61
285,2:FALSE,1:TRUE,+,0.86
286,1:TRUE,1:TRUE,,0.82
287,2:FALSE,2:FALSE,,0.65
288,2:FALSE,2:FALSE,,0.73
289,2:FALSE,2:FALSE,,0.63
290,1:TRUE,1:TRUE,,0.65
291,2:FALSE,2:FALSE,,0.58
292,2:FALSE,2:FALSE,,1
293,1:TRUE,1:TRUE,,0.93
294,1:TRUE,1:TRUE,,0.95
295,1:TRUE,2:FALSE,+,0.58
296,2:FALSE,1:TRUE,+,0.84
297,1:TRUE,2:FALSE,+,0.65
298,2:FALSE,1:TRUE,+,0.92
299,1:TRUE,1:TRUE,,0.77
300,1:TRUE,1:TRUE,,0.79
301,2:FALSE,1:TRUE,+,0.77
302,2:FALSE,2:FALSE,,0.6
303,1:TRUE,1:TRUE,,0.9
304,2:FALSE,2:FALSE,,1
305,1:TRUE,1:TRUE,,0.79
306,2:FALSE,1:TRUE,+,0.51
307,1:TRUE,1:TRUE,,0.56
308,1:TRUE,2:FALSE,+,0.7
309,2:FALSE,2:FALSE,,0.71
310,2:FALSE,2:FALSE,,0.76
311,1:TRUE,1:TRUE,,0.63
312,2:FALSE,1:TRUE,+,0.54
313,2:FALSE,2:FALSE,,0.91
314,2:FALSE,2:FALSE,,1
315,2:FALSE,2:FALSE,,1
316,2:FALSE,2:FALSE,,0.76
317,2:FALSE,2:FALSE,,0.92
318,2:FALSE,2:FALSE,,1
319,2:FALSE,1:TRUE,+,0.74
320,2:FALSE,2:FALSE,,0.66
321,2:FALSE,2:FALSE,,0.66
322,2:FALSE,2:FALSE,,0.68
323,2:FALSE,2:FALSE,,0.56
324,2:FALSE,1:TRUE,+,0.64
325,2:FALSE,1:TRUE,+,0.76
326,2:FALSE,1:TRUE,+,0.5
327,2:FALSE,2:FALSE,,0.94
328,1:TRUE,2:FALSE,+,0.57
329,1:TRUE,1:TRUE,,0.83
330,2:FALSE,2:FALSE,,0.75
331,2:FALSE,1:TRUE,+,0.6
332,1:TRUE,1:TRUE,,0.96
333,2:FALSE,1:TRUE,+,0.91
334,1:TRUE,1:TRUE,,0.84
335,1:TRUE,1:TRUE,,0.71
336,1:TRUE,1:TRUE,,0.54
337,1:TRUE,1:TRUE,,0.82
338,2:FALSE,2:FALSE,,0.91
339,2:FALSE,2:FALSE,,1
340,2:FALSE,2:FALSE,,0.78
341,1:TRUE,1:TRUE,,0.85
342,2:FALSE,1:TRUE,+,0.66
343,2:FALSE,1:TRUE,+,0.59
344,2:FALSE,2:FALSE,,0.74
345,2:FALSE,2:FALSE,,0.68
346,2:FALSE,1:TRUE,+,0.64
347,2:FALSE,2:FALSE,,0.59
348,2:FALSE,1:TRUE,+,0.59
349,1:TRUE,1:TRUE,,0.96
350,1:TRUE,1:TRUE,,0.8
351,2:FALSE,1:TRUE,+,0.59
352,2:FALSE,1:TRUE,+,0.63
353,1:TRUE,2:FALSE,+,0.76
354,2:FALSE,2:FALSE,,0.68
355,1:TRUE,1:TRUE,,0.56
356,2:FALSE,1:TRUE,+,0.5
357,2:FALSE,2:FALSE,,0.51
358,2:FALSE,2:FALSE,,0.9
359,2:FALSE,2:FALSE,,0.75
360,1:TRUE,1:TRUE,,0.66
361,2:FALSE,1:TRUE,+,0.5
362,1:TRUE,1:TRUE,,0.85
363,2:FALSE,2:FALSE,,0.68
364,2:FALSE,1:TRUE,+,0.61
365,2:FALSE,2:FALSE,,1
366,2:FALSE,1:TRUE,+,0.73
367,2:FALSE,2:FALSE,,0.66
368,1:TRUE,1:TRUE,,0.91
369,1:TRUE,1:TRUE,,0.67
370,2:FALSE,2:FALSE,,0.93
371,2:FALSE,2:FALSE,,1
372,2:FALSE,2:FALSE,,0.99
373,2:FALSE,2:FALSE,,0.65
374,1:TRUE,1:TRUE,,0.65
375,2:FALSE,2:FALSE,,0.847
376,2:FALSE,2:FALSE,,0.68
377,2:FALSE,2:FALSE,,0.64
378,2:FALSE,1:TRUE,+,0.58
379,2:FALSE,2:FALSE,,0.9
380,1:TRUE,1:TRUE,,0.81
381,1:TRUE,1:TRUE,,0.79
382,1:TRUE,1:TRUE,,0.78
383,2:FALSE,2:FALSE,,1
384,2:FALSE,2:FALSE,,0.86
385,2:FALSE,2:FALSE,,1
386,2:FALSE,2:FALSE,,1
387,1:TRUE,2:FALSE,+,0.81
388,2:FALSE,2:FALSE,,0.73
389,1:TRUE,1:TRUE,,0.99
390,1:TRUE,1:TRUE,,0.61
391,1:TRUE,1:TRUE,,0.56
392,1:TRUE,2:FALSE,+,0.78
393,1:TRUE,1:TRUE,,0.95
394,2:FALSE,2:FALSE,,0.82
395,1:TRUE,1:TRUE,,0.94
396,2:FALSE,1:TRUE,+,0.688
397,2:FALSE,1:TRUE,+,0.575
398,1:TRUE,1:TRUE,,0.66
399,2:FALSE,2:FALSE,,0.917
400,1:TRUE,1:TRUE,,0.593
401,2:FALSE,2:FALSE,,0.671
402,2:FALSE,2:FALSE,,0.8
403,1:TRUE,1:TRUE,,0.8
404,2:FALSE,2:FALSE,,0.83
405,2:FALSE,2:FALSE,,0.67
406,2:FALSE,2:FALSE,,0.78
407,2:FALSE,1:TRUE,+,0.58
408,2:FALSE,2:FALSE,,0.91
409,2:FALSE,2:FALSE,,0.78
410,2:FALSE,2:FALSE,,0.77
411,1:TRUE,1:TRUE,,0.74
412,2:FALSE,1:TRUE,+,0.6
413,2:FALSE,2:FALSE,,0.99
414,2:FALSE,2:FALSE,,0.99
415,2:FALSE,2:FALSE,,0.98
416,2:FALSE,2:FALSE,,1
417,2:FALSE,2:FALSE,,0.99
418,2:FALSE,2:FALSE,,0.997
419,2:FALSE,2:FALSE,,1
420,2:FALSE,2:FALSE,,1
421,2:FALSE,2:FALSE,,1
422,2:FALSE,2:FALSE,,1
423,2:FALSE,2:FALSE,,1
424,2:FALSE,2:FALSE,,1
425,2:FALSE,2:FALSE,,1
426,2:FALSE,2:FALSE,,1
427,2:FALSE,2:FALSE,,1
428,2:FALSE,1:TRUE,+,0.52
429,2:FALSE,1:TRUE,+,0.85
430,2:FALSE,2:FALSE,,1
431,2:FALSE,2:FALSE,,0.58
432,2:FALSE,1:TRUE,+,0.68
433,2:FALSE,2:FALSE,,1
434,2:FALSE,2:FALSE,,0.7
435,2:FALSE,2:FALSE,,1
436,1:TRUE,1:TRUE,,0.59
437,1:TRUE,2:FALSE,+,0.71
438,1:TRUE,1:TRUE,,0.9
439,1:TRUE,2:FALSE,+,0.84
440,1:TRUE,2:FALSE,+,0.67
441,2:FALSE,2:FALSE,,0.58
442,2:FALSE,2:FALSE,,0.71
443,1:TRUE,2:FALSE,+,0.6
444,1:TRUE,1:TRUE,,0.74
445,2:FALSE,2:FALSE,,0.69
446,2:FALSE,2:FALSE,,0.99
447,2:FALSE,2:FALSE,,0.86
448,1:TRUE,1:TRUE,,0.73
449,2:FALSE,2:FALSE,,0.57
450,2:FALSE,2:FALSE,,0.86
451,1:TRUE,1:TRUE,,0.77
452,2:FALSE,2:FALSE,,0.53
453,2:FALSE,2:FALSE,,0.77
454,2:FALSE,1:TRUE,+,0.65
455,2:FALSE,1:TRUE,+,0.73
456,1:TRUE,2:FALSE,+,0.73
457,2:FALSE,2:FALSE,,0.69
458,2:FALSE,2:FALSE,,0.68
459,1:TRUE,1:TRUE,,0.64
460,2:FALSE,2:FALSE,,1
461,2:FALSE,2:FALSE,,1
462,2:FALSE,2:FALSE,,0.97
463,2:FALSE,2:FALSE,,1
464,1:TRUE,1:TRUE,,0.99
465,2:FALSE,2:FALSE,,0.99
466,2:FALSE,2:FALSE,,0.99
467,2:FALSE,2:FALSE,,1
468,2:FALSE,2:FALSE,,1
469,1:TRUE,1:TRUE,,0.652
470,2:FALSE,2:FALSE,,0.85
471,2:FALSE,2:FALSE,,0.73
472,2:FALSE,2:FALSE,,1
473,1:TRUE,1:TRUE,,0.51
474,2:FALSE,2:FALSE,,0.82
475,2:FALSE,2:FALSE,,0.76
476,2:FALSE,2:FALSE,,0.97
477,2:FALSE,2:FALSE,,0.8
478,1:TRUE,2:FALSE,+,0.64
479,2:FALSE,1:TRUE,+,0.83
480,2:FALSE,2:FALSE,,0.97
481,2:FALSE,2:FALSE,,0.59
482,1:TRUE,2:FALSE,+,0.54
483,2:FALSE,2:FALSE,,0.57
484,1:TRUE,2:FALSE,+,0.52
485,2:FALSE,2:FALSE,,0.99
486,2:FALSE,2:FALSE,,1
487,2:FALSE,2:FALSE,,0.99
488,2:FALSE,2:FALSE,,1
489,2:FALSE,2:FALSE,,1
490,2:FALSE,2:FALSE,,1
491,2:FALSE,2:FALSE,,0.73
492,2:FALSE,2:FALSE,,0.739
493,1:TRUE,2:FALSE,+,0.84
494,2:FALSE,2:FALSE,,1
495,1:TRUE,1:TRUE,,0.53
496,2:FALSE,2:FALSE,,0.73
497,2:FALSE,1:TRUE,+,0.89
498,2:FALSE,1:TRUE,+,0.5
499,2:FALSE,2:FALSE,,0.82
500,2:FALSE,2:FALSE,,0.97
501,2:FALSE,2:FALSE,,0.72
502,2:FALSE,2:FALSE,,0.75
503,1:TRUE,2:FALSE,+,0.69
504,1:TRUE,1:TRUE,,0.59
505,2:FALSE,2:FALSE,,0.98
506,2:FALSE,2:FALSE,,0.58
507,2:FALSE,2:FALSE,,1
508,2:FALSE,2:FALSE,,1
509,2:FALSE,2:FALSE,,1
510,2:FALSE,2:FALSE,,1
511,2:FALSE,2:FALSE,,0.8
512,2:FALSE,2:FALSE,,1
513,2:FALSE,2:FALSE,,0.98
514,2:FALSE,2:FALSE,,1
515,2:FALSE,2:FALSE,,0.87
516,2:FALSE,2:FALSE,,0.99
517,2:FALSE,2:FALSE,,0.997
518,2:FALSE,2:FALSE,,0.99
519,1:TRUE,1:TRUE,,0.89
520,2:FALSE,2:FALSE,,1
521,2:FALSE,2:FALSE,,0.999
522,2:FALSE,2:FALSE,,0.992
523,2:FALSE,1:TRUE,+,0.59
524,2:FALSE,2:FALSE,,1
525,2:FALSE,2:FALSE,,0.999
526,2:FALSE,2:FALSE,,0.89
527,2:FALSE,2:FALSE,,1
528,2:FALSE,2:FALSE,,0.97
529,2:FALSE,2:FALSE,,0.99
530,2:FALSE,2:FALSE,,1
531,2:FALSE,2:FALSE,,1
532,2:FALSE,2:FALSE,,0.99
533,2:FALSE,2:FALSE,,0.63
534,2:FALSE,2:FALSE,,0.94
535,2:FALSE,2:FALSE,,0.96
536,2:FALSE,2:FALSE,,0.97
537,2:FALSE,2:FALSE,,0.9
538,2:FALSE,1:TRUE,+,0.84
539,2:FALSE,2:FALSE,,0.65
540,2:FALSE,2:FALSE,,0.64
541,1:TRUE,2:FALSE,+,0.8
542,1:TRUE,1:TRUE,,0.87
543,2:FALSE,2:FALSE,,0.68
544,2:FALSE,2:FALSE,,0.57
545,2:FALSE,2:FALSE,,0.91
546,2:FALSE,2:FALSE,,0.97
547,1:TRUE,2:FALSE,+,0.68
548,2:FALSE,1:TRUE,+,0.5
549,2:FALSE,1:TRUE,+,0.51
550,2:FALSE,2:FALSE,,0.83
551,2:FALSE,2:FALSE,,0.82
552,2:FALSE,2:FALSE,,0.9
553,2:FALSE,2:FALSE,,0.95
554,2:FALSE,2:FALSE,,0.83
555,2:FALSE,2:FALSE,,0.94
556,2:FALSE,2:FALSE,,0.79
557,2:FALSE,1:TRUE,+,0.85
558,2:FALSE,1:TRUE,+,0.75
559,2:FALSE,2:FALSE,,0.95
560,2:FALSE,2:FALSE,,0.84
561,2:FALSE,2:FALSE,,0.96
562,2:FALSE,2:FALSE,,0.99
563,1:TRUE,1:TRUE,,0.69
564,2:FALSE,1:TRUE,+,0.55
565,2:FALSE,1:TRUE,+,0.85
566,1:TRUE,2:FALSE,+,0.59
567,1:TRUE,2:FALSE,+,0.66
568,2:FALSE,1:TRUE,+,0.65
569,2:FALSE,2:FALSE,,1
570,1:TRUE,1:TRUE,,0.86
571,2:FALSE,1:TRUE,+,0.78
572,1:TRUE,1:TRUE,,0.66
573,2:FALSE,1:TRUE,+,0.62
574,2:FALSE,2:FALSE,,0.52
575,1:TRUE,1:TRUE,,0.87
576,2:FALSE,2:FALSE,,0.9
577,2:FALSE,1:TRUE,+,0.5
578,1:TRUE,2:FALSE,+,0.53
579,2:FALSE,2:FALSE,,0.91
580,2:FALSE,2:FALSE,,0.88
581,1:TRUE,1:TRUE,,0.56
582,2:FALSE,2:FALSE,,0.72
583,1:TRUE,1:TRUE,,0.65
584,2:FALSE,2:FALSE,,0.83
585,2:FALSE,2:FALSE,,0.79
586,2:FALSE,2:FALSE,,0.77
587,2:FALSE,2:FALSE,,0.73
588,2:FALSE,2:FALSE,,0.57
589,2:FALSE,2:FALSE,,0.78
590,1:TRUE,1:TRUE,,0.51
591,1:TRUE,1:TRUE,,0.78
592,2:FALSE,1:TRUE,+,0.58
593,1:TRUE,1:TRUE,,0.59
594,2:FALSE,2:FALSE,,0.82
595,2:FALSE,2:FALSE,,0.97
596,2:FALSE,2:FALSE,,0.6
597,2:FALSE,2:FALSE,,0.74
598,2:FALSE,2:FALSE,,1
599,2:FALSE,2:FALSE,,1
600,2:FALSE,2:FALSE,,1
601,2:FALSE,2:FALSE,,0.96
602,2:FALSE,2:FALSE,,0.98
603,2:FALSE,2:FALSE,,0.97
604,2:FALSE,2:FALSE,,0.79
605,2:FALSE,2:FALSE,,0.96
606,2:FALSE,2:FALSE,,0.74
607,2:FALSE,1:TRUE,+,0.72
608,1:TRUE,1:TRUE,,0.7
609,2:FALSE,1:TRUE,+,0.7
610,2:FALSE,2:FALSE,,0.59
611,1:TRUE,2:FALSE,+,0.69
612,2:FALSE,1:TRUE,+,0.6
613,2:FALSE,2:FALSE,,0.98
614,1:TRUE,2:FALSE,+,0.54
615,2:FALSE,2:FALSE,,1
616,1:TRUE,1:TRUE,,0.61
617,2:FALSE,2:FALSE,,0.95
618,1:TRUE,1:TRUE,,0.52
619,1:TRUE,1:TRUE,,0.61
620,2:FALSE,2:FALSE,,0.992
621,1:TRUE,1:TRUE,,0.68
622,2:FALSE,2:FALSE,,0.999
623,2:FALSE,2:FALSE,,0.69
624,2:FALSE,2:FALSE,,1
625,2:FALSE,2:FALSE,,0.89
626,1:TRUE,1:TRUE,,0.54
627,2:FALSE,2:FALSE,,1
628,2:FALSE,2:FALSE,,0.56
629,1:TRUE,2:FALSE,+,0.77
630,2:FALSE,1:TRUE,+,0.76
631,2:FALSE,2:FALSE,,0.99
632,2:FALSE,2:FALSE,,1
633,2:FALSE,2:FALSE,,1
634,2:FALSE,2:FALSE,,1
635,2:FALSE,2:FALSE,,1
636,2:FALSE,2:FALSE,,1
637,2:FALSE,2:FALSE,,1
638,2:FALSE,2:FALSE,,1
639,2:FALSE,2:FALSE,,1
640,2:FALSE,2:FALSE,,1
641,2:FALSE,2:FALSE,,1
642,2:FALSE,2:FALSE,,1
643,2:FALSE,2:FALSE,,1
644,2:FALSE,2:FALSE,,1
645,2:FALSE,2:FALSE,,1
646,2:FALSE,2:FALSE,,1
647,1:TRUE,1:TRUE,,0.65
648,2:FALSE,2:FALSE,,0.57
649,2:FALSE,1:TRUE,+,0.67
650,2:FALSE,2:FALSE,,0.75
651,2:FALSE,2:FALSE,,0.6
652,2:FALSE,1:TRUE,+,0.57
653,2:FALSE,2:FALSE,,0.997
654,2:FALSE,2:FALSE,,1
655,2:FALSE,2:FALSE,,1
656,2:FALSE,2:FALSE,,0.988
657,2:FALSE,2:FALSE,,0.73
658,2:FALSE,2:FALSE,,0.93
659,2:FALSE,2:FALSE,,0.92
660,1:TRUE,2:FALSE,+,0.9
661,2:FALSE,2:FALSE,,0.8
662,1:TRUE,2:FALSE,+,0.51
663,1:TRUE,2:FALSE,+,0.95
664,1:TRUE,2:FALSE,+,0.61
665,2:FALSE,2:FALSE,,0.74
666,2:FALSE,2:FALSE,,1
667,2:FALSE,2:FALSE,,0.987
